Region/Country/Area,,Year,Series,Value,Footnotes,Source
1,"Total, all countries or areas",2005,Teachers at primary level,"26,920,685",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
1,"Total, all countries or areas",2005,Teachers at lower secondary level,"16,659,222",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
1,"Total, all countries or areas",2005,Teachers at upper secondary level,"11,831,218",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
1,"Total, all countries or areas",2010,Teachers at primary level,"28,681,559",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
1,"Total, all countries or areas",2010,Teachers at lower secondary level,"17,821,205",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
1,"Total, all countries or areas",2010,Teachers at upper secondary level,"14,342,572",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
1,"Total, all countries or areas",2015,Teachers at primary level,"31,312,238",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
1,"Total, all countries or areas",2015,Teachers with minimum required qualifications at primary level,85.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
1,"Total, all countries or areas",2015,Teachers at lower secondary level,"18,875,596",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
1,"Total, all countries or areas",2015,Teachers at upper secondary level,"14,704,107",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
1,"Total, all countries or areas",2020,Teachers at primary level,"33,050,131",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
1,"Total, all countries or areas",2020,Teachers with minimum required qualifications at primary level,86.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
1,"Total, all countries or areas",2020,Teachers at lower secondary level,"20,835,682",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
1,"Total, all countries or areas",2020,Teachers with minimum required qualifications at lower secondary level,83.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
1,"Total, all countries or areas",2020,Teachers at upper secondary level,"16,731,426",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
1,"Total, all countries or areas",2020,Teachers with minimum required qualifications at upper secondary level,85.0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2005,Teachers at primary level,"944,313",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2005,Teachers with minimum required qualifications at primary level,97.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2005,Teachers at lower secondary level,"498,215",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2005,Teachers at upper secondary level,"494,824",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2007,Teachers at primary level,"951,857",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2007,Teachers with minimum required qualifications at primary level,97.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2007,Teachers at lower secondary level,"526,849",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2007,Teachers at upper secondary level,"510,482",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2010,Teachers at primary level,"971,574",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2010,Teachers at lower secondary level,"624,332",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2010,Teachers at upper secondary level,"537,440",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2015,Teachers at primary level,"1,176,461",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2015,Teachers with minimum required qualifications at primary level,86.0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2015,Teachers at lower secondary level,"630,397",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2015,Teachers with minimum required qualifications at lower secondary level,82.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2015,Teachers at upper secondary level,"574,895",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2015,Teachers with minimum required qualifications at upper secondary level,79.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2020,Teachers at primary level,"1,318,230",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2020,Teachers with minimum required qualifications at primary level,86.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2020,Teachers at lower secondary level,"729,554",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2020,Teachers with minimum required qualifications at lower secondary level,90.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2020,Teachers at upper secondary level,"576,732",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
15,Northern Africa,2020,Teachers with minimum required qualifications at upper secondary level,87.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2005,Teachers at primary level,"2,576,058",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2005,Teachers with minimum required qualifications at primary level,71.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2005,Teachers at lower secondary level,"712,251",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2005,Teachers at upper secondary level,"458,797",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2010,Teachers at primary level,"3,167,724",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2010,Teachers with minimum required qualifications at primary level,69.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2010,Teachers at lower secondary level,"1,127,506",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2010,Teachers with minimum required qualifications at lower secondary level,65.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2010,Teachers at upper secondary level,"739,696",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2010,Teachers with minimum required qualifications at upper secondary level,52.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2015,Teachers at primary level,"4,116,226",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2015,Teachers with minimum required qualifications at primary level,65.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2015,Teachers at lower secondary level,"1,586,167",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2015,Teachers with minimum required qualifications at lower secondary level,56.0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2015,Teachers at upper secondary level,"1,139,520",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2015,Teachers with minimum required qualifications at upper secondary level,58.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2019,Teachers at primary level,"4,610,293",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2019,Teachers with minimum required qualifications at primary level,68.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2019,Teachers at lower secondary level,"1,679,982",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2019,Teachers with minimum required qualifications at lower secondary level,58.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2019,Teachers at upper secondary level,"1,380,363",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2019,Teachers with minimum required qualifications at upper secondary level,64.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2020,Teachers at primary level,"4,718,846",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2020,Teachers at lower secondary level,"1,698,412",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
202,Sub-Saharan Africa,2020,Teachers at upper secondary level,"1,460,495",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
21,Northern America,2005,Teachers at primary level,"1,896,719",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
21,Northern America,2005,Teachers at lower secondary level,"952,748",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
21,Northern America,2005,Teachers at upper secondary level,"837,141",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
21,Northern America,2010,Teachers at primary level,"1,926,810",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
21,Northern America,2010,Teachers at lower secondary level,"932,879",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
21,Northern America,2010,Teachers at upper secondary level,"928,474",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
21,Northern America,2015,Teachers at primary level,"1,925,142",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
21,Northern America,2015,Teachers at lower secondary level,"890,500",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
21,Northern America,2015,Teachers at upper secondary level,"912,037",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
21,Northern America,2020,Teachers at primary level,"1,946,268",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
21,Northern America,2020,Teachers with minimum required qualifications at primary level,98.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
21,Northern America,2020,Teachers at lower secondary level,"933,338",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
21,Northern America,2020,Teachers with minimum required qualifications at lower secondary level,98.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
21,Northern America,2020,Teachers at upper secondary level,"942,736",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
21,Northern America,2020,Teachers with minimum required qualifications at upper secondary level,97.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2005,Teachers at primary level,"2,944,728",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2005,Teachers at lower secondary level,"2,038,637",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2005,Teachers at upper secondary level,"1,435,221",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2007,Teachers at primary level,"2,876,259",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2007,Teachers with minimum required qualifications at primary level,84.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2007,Teachers at lower secondary level,"1,861,562",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2007,Teachers with minimum required qualifications at lower secondary level,82.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2007,Teachers at upper secondary level,"1,385,268",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2007,Teachers with minimum required qualifications at upper secondary level,90.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2010,Teachers at primary level,"2,923,345",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2010,Teachers with minimum required qualifications at primary level,83.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2010,Teachers at lower secondary level,"1,999,121",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2010,Teachers with minimum required qualifications at lower secondary level,79.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2010,Teachers at upper secondary level,"1,553,554",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2012,Teachers at primary level,"2,956,746",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2012,Teachers with minimum required qualifications at primary level,83.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2012,Teachers at lower secondary level,"2,052,799",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2012,Teachers with minimum required qualifications at lower secondary level,79.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2012,Teachers at upper secondary level,"1,617,843",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2012,Teachers with minimum required qualifications at upper secondary level,85.0,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2015,Teachers at primary level,"3,018,945",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2015,Teachers with minimum required qualifications at primary level,81.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2015,Teachers at lower secondary level,"2,136,186",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2015,Teachers at upper secondary level,"1,748,343",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2020,Teachers at primary level,"3,000,683",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2020,Teachers with minimum required qualifications at primary level,83.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2020,Teachers at lower secondary level,"2,047,960",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2020,Teachers with minimum required qualifications at lower secondary level,80.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2020,Teachers at upper secondary level,"1,896,796",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
419,Latin America & the Caribbean,2020,Teachers with minimum required qualifications at upper secondary level,77.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2005,Teachers at primary level,"243,301",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2005,Teachers with minimum required qualifications at primary level,94.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2010,Teachers at primary level,"226,079",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2010,Teachers with minimum required qualifications at primary level,96.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2015,Teachers at primary level,"252,629",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2015,Teachers with minimum required qualifications at primary level,99.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2015,Teachers at lower secondary level,"557,908",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2015,Teachers at upper secondary level,"236,284",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2018,Teachers at primary level,"264,952",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2018,Teachers with minimum required qualifications at primary level,96.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2018,Teachers at lower secondary level,"601,070",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2018,Teachers with minimum required qualifications at lower secondary level,92.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2018,Teachers at upper secondary level,"242,666",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2018,Teachers with minimum required qualifications at upper secondary level,99.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2020,Teachers at primary level,"296,441",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
143,Central Asia,2020,Teachers with minimum required qualifications at primary level,93.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
30,Eastern Asia,2005,Teachers at primary level,"6,672,366",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
30,Eastern Asia,2005,Teachers at lower secondary level,"4,011,522",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
30,Eastern Asia,2005,Teachers at upper secondary level,"2,477,292",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
30,Eastern Asia,2010,Teachers at primary level,"6,653,782",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
30,Eastern Asia,2010,Teachers at lower secondary level,"4,110,273",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
30,Eastern Asia,2010,Teachers at upper secondary level,"3,312,742",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
30,Eastern Asia,2015,Teachers at primary level,"6,579,398",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
30,Eastern Asia,2015,Teachers at lower secondary level,"4,034,335",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
30,Eastern Asia,2015,Teachers at upper secondary level,"3,246,554",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
30,Eastern Asia,2020,Teachers at primary level,"7,240,460",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
