Region/Country/Area,,Year,Series,Value,Footnotes,Source
344,"China, Hong Kong SAR",2010,Researchers per million inhabitants (FTE),"3,114.60",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
344,"China, Hong Kong SAR",2015,Gross domestic expenditure on R&D: as a percentage of GDP,0.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
344,"China, Hong Kong SAR",2015,Researchers per million inhabitants (FTE),"3,565.10",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
344,"China, Hong Kong SAR",2021,Gross domestic expenditure on R&D: as a percentage of GDP,1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
344,"China, Hong Kong SAR",2021,Researchers per million inhabitants (FTE),"4,553.40",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
446,"China, Macao SAR",2005,Gross domestic expenditure on R&D: as a percentage of GDP,0.1,Estimate.;Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
446,"China, Macao SAR",2005,Researchers per million inhabitants (FTE),616.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
446,"China, Macao SAR",2010,Gross domestic expenditure on R&D: as a percentage of GDP,0.1,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
446,"China, Macao SAR",2010,Researchers per million inhabitants (FTE),649.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
446,"China, Macao SAR",2015,Gross domestic expenditure on R&D: as a percentage of GDP,0.1,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
446,"China, Macao SAR",2015,Researchers per million inhabitants (FTE),"1,276.90",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
446,"China, Macao SAR",2021,Gross domestic expenditure on R&D: as a percentage of GDP,0.4,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
446,"China, Macao SAR",2021,Researchers per million inhabitants (FTE),"4,283.10",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
170,Colombia,2005,Gross domestic expenditure on R&D: as a percentage of GDP,0.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
170,Colombia,2010,Gross domestic expenditure on R&D: as a percentage of GDP,0.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
170,Colombia,2015,Gross domestic expenditure on R&D: as a percentage of GDP,0.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
170,Colombia,2015,Researchers per million inhabitants (FTE),69.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
170,Colombia,2017,Gross domestic expenditure on R&D: as a percentage of GDP,0.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
170,Colombia,2017,Researchers per million inhabitants (FTE),88,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
170,Colombia,2020,Gross domestic expenditure on R&D: as a percentage of GDP,0.3,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
178,Congo,2000,Researchers per million inhabitants (FTE),32.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
188,Costa Rica,2005,Researchers per million inhabitants (FTE),122.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
188,Costa Rica,2010,Gross domestic expenditure on R&D: as a percentage of GDP,0.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
188,Costa Rica,2010,Researchers per million inhabitants (FTE),381.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
188,Costa Rica,2015,Gross domestic expenditure on R&D: as a percentage of GDP,0.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
188,Costa Rica,2015,Researchers per million inhabitants (FTE),495.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
188,Costa Rica,2018,Gross domestic expenditure on R&D: as a percentage of GDP,0.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
188,Costa Rica,2018,Researchers per million inhabitants (FTE),345,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
384,C�te d�Ivoire,2005,Researchers per million inhabitants (FTE),69.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
384,C�te d�Ivoire,2016,Gross domestic expenditure on R&D: as a percentage of GDP,0.1,Partial data.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
191,Croatia,2005,Gross domestic expenditure on R&D: as a percentage of GDP,0.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
191,Croatia,2005,Researchers per million inhabitants (FTE),"1,308.10",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
191,Croatia,2010,Gross domestic expenditure on R&D: as a percentage of GDP,0.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
191,Croatia,2010,Researchers per million inhabitants (FTE),"1,641.30",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
191,Croatia,2015,Gross domestic expenditure on R&D: as a percentage of GDP,0.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
191,Croatia,2015,Researchers per million inhabitants (FTE),"1,504.20",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
191,Croatia,2020,Gross domestic expenditure on R&D: as a percentage of GDP,1.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
191,Croatia,2020,Researchers per million inhabitants (FTE),"2,219.80",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
192,Cuba,2005,Gross domestic expenditure on R&D: as a percentage of GDP,0.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
192,Cuba,2010,Gross domestic expenditure on R&D: as a percentage of GDP,0.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
192,Cuba,2015,Gross domestic expenditure on R&D: as a percentage of GDP,0.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
192,Cuba,2020,Gross domestic expenditure on R&D: as a percentage of GDP,0.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
196,Cyprus,2005,Gross domestic expenditure on R&D: as a percentage of GDP,0.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
196,Cyprus,2005,Researchers per million inhabitants (FTE),916.7,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
196,Cyprus,2010,Gross domestic expenditure on R&D: as a percentage of GDP,0.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
196,Cyprus,2010,Researchers per million inhabitants (FTE),"1,077.70",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
196,Cyprus,2015,Gross domestic expenditure on R&D: as a percentage of GDP,0.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
196,Cyprus,2015,Researchers per million inhabitants (FTE),"1,009.10",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
196,Cyprus,2020,Gross domestic expenditure on R&D: as a percentage of GDP,0.8,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
196,Cyprus,2020,Researchers per million inhabitants (FTE),"1,690.80",Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
203,Czechia,2005,Gross domestic expenditure on R&D: as a percentage of GDP,1.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
203,Czechia,2005,Researchers per million inhabitants (FTE),"2,356.10",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
203,Czechia,2010,Gross domestic expenditure on R&D: as a percentage of GDP,1.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
203,Czechia,2010,Researchers per million inhabitants (FTE),"2,774.00",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
203,Czechia,2015,Gross domestic expenditure on R&D: as a percentage of GDP,1.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
203,Czechia,2015,Researchers per million inhabitants (FTE),"3,592.10",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
203,Czechia,2020,Gross domestic expenditure on R&D: as a percentage of GDP,2,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
203,Czechia,2020,Researchers per million inhabitants (FTE),"4,127.90",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
180,Dem. Rep. of the Congo,2005,Gross domestic expenditure on R&D: as a percentage of GDP,0.1,Break in the time series.;Excluding business enterprise.;Overestimated or based on overestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
180,Dem. Rep. of the Congo,2009,Gross domestic expenditure on R&D: as a percentage of GDP,0.1,Government only.;S&T budget instead of R&D expenditure.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
180,Dem. Rep. of the Congo,2015,Gross domestic expenditure on R&D: as a percentage of GDP,0.4,Break in the time series.;Excluding business enterprise.;Overestimated or based on overestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
180,Dem. Rep. of the Congo,2015,Researchers per million inhabitants (FTE),10.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
208,Denmark,2005,Gross domestic expenditure on R&D: as a percentage of GDP,2.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
208,Denmark,2005,Researchers per million inhabitants (FTE),"5,197.40",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
208,Denmark,2010,Gross domestic expenditure on R&D: as a percentage of GDP,2.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
208,Denmark,2010,Researchers per million inhabitants (FTE),"6,739.20",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
208,Denmark,2015,Gross domestic expenditure on R&D: as a percentage of GDP,3.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
208,Denmark,2015,Researchers per million inhabitants (FTE),"7,528.30",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
208,Denmark,2020,Gross domestic expenditure on R&D: as a percentage of GDP,3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
208,Denmark,2020,Researchers per million inhabitants (FTE),"7,691.90",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
218,Ecuador,2003,Researchers per million inhabitants (FTE),48.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
218,Ecuador,2010,Gross domestic expenditure on R&D: as a percentage of GDP,0.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
218,Ecuador,2010,Researchers per million inhabitants (FTE),140.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
218,Ecuador,2014,Gross domestic expenditure on R&D: as a percentage of GDP,0.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
218,Ecuador,2014,Researchers per million inhabitants (FTE),399.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
818,Egypt,2005,Gross domestic expenditure on R&D: as a percentage of GDP,0.2,Partial data.;Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
818,Egypt,2010,Gross domestic expenditure on R&D: as a percentage of GDP,0.4,Excluding private non-profit.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
818,Egypt,2010,Researchers per million inhabitants (FTE),492.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
818,Egypt,2015,Gross domestic expenditure on R&D: as a percentage of GDP,0.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
818,Egypt,2015,Researchers per million inhabitants (FTE),672.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
818,Egypt,2021,Gross domestic expenditure on R&D: as a percentage of GDP,1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
818,Egypt,2021,Researchers per million inhabitants (FTE),854.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
222,El Salvador,2010,Gross domestic expenditure on R&D: as a percentage of GDP,0.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
222,El Salvador,2015,Gross domestic expenditure on R&D: as a percentage of GDP,0.1,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
222,El Salvador,2015,Researchers per million inhabitants (FTE),63.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
222,El Salvador,2019,Gross domestic expenditure on R&D: as a percentage of GDP,0.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
222,El Salvador,2019,Researchers per million inhabitants (FTE),73,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
222,El Salvador,2020,Gross domestic expenditure on R&D: as a percentage of GDP,0.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
233,Estonia,2005,Gross domestic expenditure on R&D: as a percentage of GDP,0.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
233,Estonia,2005,Researchers per million inhabitants (FTE),"2,457.10",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
233,Estonia,2010,Gross domestic expenditure on R&D: as a percentage of GDP,1.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
233,Estonia,2010,Researchers per million inhabitants (FTE),"3,060.60",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
233,Estonia,2015,Gross domestic expenditure on R&D: as a percentage of GDP,1.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
233,Estonia,2015,Researchers per million inhabitants (FTE),"3,183.20",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
233,Estonia,2020,Gross domestic expenditure on R&D: as a percentage of GDP,1.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
233,Estonia,2020,Researchers per million inhabitants (FTE),"3,846.10",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
748,Eswatini,2015,Gross domestic expenditure on R&D: as a percentage of GDP,0.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
748,Eswatini,2015,Researchers per million inhabitants (FTE),142.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
231,Ethiopia,2005,Gross domestic expenditure on R&D: as a percentage of GDP,0.2,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
231,Ethiopia,2005,Researchers per million inhabitants (FTE),21.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
231,Ethiopia,2010,Gross domestic expenditure on R&D: as a percentage of GDP,0.2,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
231,Ethiopia,2010,Researchers per million inhabitants (FTE),42.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
231,Ethiopia,2013,Gross domestic expenditure on R&D: as a percentage of GDP,0.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
231,Ethiopia,2013,Researchers per million inhabitants (FTE),44.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
231,Ethiopia,2017,Gross domestic expenditure on R&D: as a percentage of GDP,0.3,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
231,Ethiopia,2017,Researchers per million inhabitants (FTE),90.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
234,Faroe Islands,2003,Researchers per million inhabitants (FTE),"1,813.10",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
246,Finland,2005,Gross domestic expenditure on R&D: as a percentage of GDP,3.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
246,Finland,2005,Researchers per million inhabitants (FTE),"7,526.60",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
246,Finland,2010,Gross domestic expenditure on R&D: as a percentage of GDP,3.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
246,Finland,2010,Researchers per million inhabitants (FTE),"7,720.20",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
246,Finland,2015,Gross domestic expenditure on R&D: as a percentage of GDP,2.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
246,Finland,2015,Researchers per million inhabitants (FTE),"6,844.50",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
246,Finland,2020,Gross domestic expenditure on R&D: as a percentage of GDP,2.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
246,Finland,2020,Researchers per million inhabitants (FTE),"7,527.40",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
250,France,2005,Gross domestic expenditure on R&D: as a percentage of GDP,2.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
250,France,2005,Researchers per million inhabitants (FTE),"3,313.30",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
250,France,2010,Gross domestic expenditure on R&D: as a percentage of GDP,2.2,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
250,France,2010,Researchers per million inhabitants (FTE),"3,873.00",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
250,France,2015,Gross domestic expenditure on R&D: as a percentage of GDP,2.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
250,France,2015,Researchers per million inhabitants (FTE),"4,336.00",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
250,France,2020,Gross domestic expenditure on R&D: as a percentage of GDP,2.3,Estimate.;Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
250,France,2020,Researchers per million inhabitants (FTE),"4,926.20",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
266,Gabon,2009,Gross domestic expenditure on R&D: as a percentage of GDP,0.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
270,Gambia,2009,Gross domestic expenditure on R&D: as a percentage of GDP,0,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
270,Gambia,2009,Researchers per million inhabitants (FTE),102.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
270,Gambia,2011,Gross domestic expenditure on R&D: as a percentage of GDP,0.1,Overestimated or based on overestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
270,Gambia,2011,Researchers per million inhabitants (FTE),31.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
270,Gambia,2018,Gross domestic expenditure on R&D: as a percentage of GDP,0.1,Break in the time series.;Partial data.;Excluding higher education and private non-profit.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
270,Gambia,2018,Researchers per million inhabitants (FTE),52.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed April 2023."
